recommendation_status,risk_level,brand,display_name,species,format,life_stage,data_quality_status,source_priority,formula_key,gap_priority,gap_score,missing_blockers,estimated_fields_to_replace,health_context,recommendation_reason,required_before_enable
hold_until_backfill,medium,Royal Canin,Royal Canin Schnauzer Adult 3kg,dog,dry,adult,needs_review,retailer,royal-canin-schnauzer-adult-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Special Club Performance Adult CC 15kg,dog,dry,adult,needs_review,retailer,royal-canin-special-club-performance-adult-cc-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Sport Life Trail 4300 15kg,dog,dry,,needs_review,retailer,royal-canin-sport-life-trail-4300-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Sporting Life Trail 4300,dog,dry,adult,needs_review,official,royal-canin-sporting-life-trail-4300-dog-dry-gr-official,high,82,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Vet Diet Cat Anallergenic 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-anallergenic-cat-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Cat GastroIntestinal Fibre Response 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-gastrointestinal-fibre-response-cat-dry-gr-gatoskilo,medium,44,,kcal_per_100g|moisture_percent,,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Cat Renal 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-renal-cat-dry-gr-gatoskilo,high,84,,kcal_per_100g|moisture_percent,renal,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Cat Renal Special 2kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-renal-special-cat-dry-gr-gatoskilo,high,84,,kcal_per_100g|moisture_percent,renal,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Royal Canin,Royal Canin Vet Diet Cat Sensitivity Control 1.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-sensitivity-control-cat-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Cat Urinary S/O 1.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-urinary-s-o-cat-dry-gr-gatoskilo,high,72,,kcal_per_100g|moisture_percent,urinary,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Cat Urinary S/O Moderate Calorie 1.5kg,cat,dry,,needs_review,retailer,royal-canin-vet-diet-cat-urinary-s-o-moderate-calorie-cat-dry-gr-gatoskilo,high,76,,kcal_per_100g|moisture_percent,urinary,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Royal Canin,Royal Canin Vet Diet Dog Anallergenic 3kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-anallergenic-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Dog Renal 2kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-renal-dog-dry-gr-gatoskilo,high,88,,kcal_per_100g|moisture_percent,renal,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Royal Canin,Royal Canin Vet Diet Dog Sensitivity Control 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-sensitivity-control-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Dog Urinary S/O 13kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-dog-urinary-s-o-dog-dry-gr-gatoskilo,high,72,,kcal_per_100g|moisture_percent,urinary,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Small Dog Hypoallergenic 1kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-small-dog-hypoallergenic-dog-dry-gr-gatoskilo,high,60,,kcal_per_100g|moisture_percent,,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
cautious_enable_only,medium,Royal Canin,Royal Canin Vet Diet Urinary S/O Small Dog 1.5kg,dog,dry,,needs_review,retailer,royal-canin-vet-diet-urinary-s-o-small-dog-dog-dry-gr-gatoskilo,high,76,,kcal_per_100g|moisture_percent,urinary,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Royal Canin,Royal Canin X-SMALL ADULT,dog,dry,adult,needs_review,official,royal-canin-x-small-adult-dog-dry-gr-official,high,78,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Xsmall Adult 1.5kg,dog,dry,adult,needs_review,retailer,royal-canin-xsmall-adult-dog-dry-gr-gatoskilo,high,96,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Xsmall Ageing 12+ 1.5kg,dog,dry,,needs_review,retailer,royal-canin-xsmall-ageing-12-dog-dry-gr-gatoskilo,high,96,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Xsmall Sterilised Adult 1.5kg,dog,dry,adult,needs_review,retailer,royal-canin-xsmall-sterilised-adult-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Yorkshire Adult 3kg,dog,dry,adult,needs_review,retailer,royal-canin-yorkshire-adult-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin,Royal Canin Yorkshire Terrier Adult,dog,dry,adult,needs_review,official,royal-canin-yorkshire-terrier-adult-dog-dry-gr-official,high,70,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin Breed,Royal Canin Labrador Retriever Adult,dog,dry,adult,needs_review,retailer,royal-canin-breed-royal-canin-labrador-retriever-adult-dog-dry-eu-retailer,high,88,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin Size,Royal Canin Maxi Adult,dog,dry,adult,needs_review,retailer,royal-canin-size-royal-canin-maxi-adult-dog-dry-eu-retailer,high,92,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin Size,Royal Canin Medium Adult,dog,dry,adult,needs_review,retailer,royal-canin-size-royal-canin-medium-adult-dog-dry-eu-retailer,high,92,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Royal Canin Size,Royal Canin Mini Adult,dog,dry,adult,needs_review,retailer,royal-canin-size-royal-canin-mini-adult-dog-dry-eu-retailer,high,92,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Royal Canin Veterinary Diet,Royal Canin Veterinary Canine Hypoallergenic Small Dog,dog,dry,adult,needs_review,retailer,royal-canin-veterinary-diet-royal-canin-veterinary-canine-hypoallergenic-small-dog-dog-dry-eu-retailer,high,64,,kcal_per_100g,allergy,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Schesir,Schesir Adult Medium με Χοιρινό Προσούτο,dog,dry,adult,needs_review,retailer,schesir-schesir-adult-medium-με-χοιρινο-προσουτο-dog-dry-gr-ods,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Schesir,Schesir Adult Medium με Ψάρι,dog,dry,adult,needs_review,retailer,schesir-schesir-adult-medium-με-ψαρι-dog-dry-gr-ods,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Appalachian Valley Small Breed 2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-appalachian-valley-small-breed-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Cat Rocky Mountain Ελάφι & Σολομός 2kg,cat,dry,,needs_review,retailer,taste-of-the-wild-cat-rocky-mountain-ελαφι-and-σολομοσ-cat-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild High Praire Βίσωνας & Ελάφι 12.2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-high-praire-βισωνασ-and-ελαφι-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Pacific Stream Σολομός 12.2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-pacific-stream-σολομοσ-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Sierra Mountain Αρνί 12.2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-sierra-mountain-αρνι-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Southwest Canyon Αγριογούρουνο 2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-southwest-canyon-αγριογουρουνο-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Taste of the Wild,Taste of the Wild Wetlands Πάπια 2kg,dog,dry,,needs_review,retailer,taste-of-the-wild-wetlands-παπια-dog-dry-gr-gatoskilo,high,80,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Tonus Dog Chow,Tonus Dog Chow Adult Αρνί 2.5kg,dog,dry,adult,needs_review,retailer,tonus-dog-chow-adult-αρνι-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Tonus Dog Chow,Tonus Dog Chow Adult Κοτόπουλο 2.5kg,dog,dry,adult,needs_review,retailer,tonus-dog-chow-adult-κοτοπουλο-dog-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Tonus Dog Chow,Tonus Dog Chow Sensitive Σολομός 2.5kg,dog,dry,,needs_review,retailer,tonus-dog-chow-sensitive-σολομοσ-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trainer,Natural Trainer Adult Κοτόπουλο 10kg,cat,dry,adult,needs_review,retailer,trainer-natural-trainer-adult-κοτοπουλο-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trainer,Natural Trainer Adult Sterilized Λευκά Κρέατα 1.5kg,cat,dry,adult,needs_review,retailer,trainer-natural-trainer-adult-sterilized-λευκα-κρεατα-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trainer,Natural Trainer Adult Sterilized Προσούτο 1.5kg,cat,dry,adult,needs_review,retailer,trainer-natural-trainer-adult-sterilized-προσουτο-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trainer,Natural Trainer Adult Sterilized Σολομός 1.5kg,cat,dry,adult,needs_review,retailer,trainer-natural-trainer-adult-sterilized-σολομοσ-cat-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trainer,Natural Trainer Medium Adult Fresh Chicken 12kg,dog,dry,adult,needs_review,retailer,trainer-natural-trainer-medium-adult-fresh-chicken-dog-dry-gr-gatoskilo,high,92,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Trendline,Trendline Cat Sterilized Chicken 15kg,cat,dry,,needs_review,retailer,trendline-cat-sterilized-chicken-cat-dry-gr-gatoskilo,high,100,calcium_percent|phosphorus_percent,kcal_per_100g|moisture_percent,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
review_before_enable,medium,Trovet,Trovet Cat Renal & Oxalate 2.5kg,cat,dry,,needs_review,retailer,trovet-cat-renal-and-oxalate-cat-dry-gr-gatoskilo,high,80,,,renal,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
hold_until_backfill,medium,Vidok,Vidok Plus+ με Κοτόπουλο 15kg,dog,dry,,needs_review,retailer,vidok-plus-με-κοτοπουλο-dog-dry-gr-gatoskilo,high,88,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,medium,Wellfed,Wellfed InstinCat Baby & Young 300gr,cat,dry,kitten,needs_review,retailer,wellfed-instincat-baby-and-young-cat-dry-gr-gatoskilo,high,80,,kcal_per_100g,kitten,Uses estimated calories for a sensitive recommendation context.,Prefer official kcal before strong recommendation or portion guidance.
hold_until_backfill,medium,Wellness Core,Wellness CORE Adult Ocean Σολομός & Τόνος 300gr,cat,dry,adult,needs_review,retailer,wellness-core-adult-ocean-σολομοσ-and-τονοσ-cat-dry-gr-gatoskilo,high,76,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Wellness Core,Wellness CORE Adult Original Γαλοπούλα & Κοτόπουλο 4kg,cat,dry,adult,needs_review,retailer,wellness-core-adult-original-γαλοπουλα-and-κοτοπουλο-cat-dry-gr-gatoskilo,high,76,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Wellness Core,Wellness CORE Sterilized Κοτόπουλο & Γαλοπούλα 1.75kg,cat,dry,,needs_review,retailer,wellness-core-sterilized-κοτοπουλο-and-γαλοπουλα-cat-dry-gr-gatoskilo,high,76,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
hold_until_backfill,medium,Wellness Core,Wellness CORE Sterilized Σολομός 1.75kg,cat,dry,,needs_review,retailer,wellness-core-sterilized-σολομοσ-cat-dry-gr-gatoskilo,high,76,calcium_percent|phosphorus_percent,,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
review_before_enable,medium,Whiskas,Whiskas Adult Γεμιστές Κροκέτες με Τόνο 14kg,cat,dry,adult,needs_review,retailer,whiskas-adult-γεμιστεσ-κροκετεσ-με-τονο-cat-dry-gr-gatoskilo,high,64,,kcal_per_100g|moisture_percent,,Nutrient gap score is high even without core blockers.,Review gap report and source notes before enabling.
hold_until_backfill,medium,Wolf of Wilderness,"Wolf of Wilderness Adult ""Blue River"" Salmon - Grain-Free",dog,dry,adult,needs_review,retailer,wolf-of-wilderness-adult-blue-river-salmon-grain-free-dog-dry-eu-retailer,high,92,calcium_percent|phosphorus_percent,kcal_per_100g,,Core blocker nutrients are missing.,"Backfill missing kcal, calcium, phosphorus or proximate values."
cautious_enable_only,low,Acana,Acana Bountiful Catch Adult 4.5kg,cat,dry,adult,needs_review,retailer,acana-bountiful-catch-adult-cat-dry-gr-gatoskilo,low,24,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Grasslands Cat & Kitten 4.5kg,cat,dry,kitten,needs_review,retailer,acana-grasslands-cat-and-kitten-cat-dry-gr-gatoskilo,medium,44,,,kitten,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Indoor Entrée Adult Sterilised 1.8kg,cat,dry,adult,needs_review,retailer,acana-indoor-entree-adult-sterilised-cat-dry-gr-gatoskilo,low,24,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Pacifica Cat & Kitten 340gr,cat,dry,kitten,needs_review,retailer,acana-pacifica-cat-and-kitten-cat-dry-gr-gatoskilo,medium,44,,,kitten,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Prairie Poultry 9.7kg,dog,dry,puppy,needs_review,retailer,acana-prairie-poultry-dog-dry-gr-gatoskilo,medium,48,,,puppy,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Wild Coast 9.7kg,dog,dry,puppy,needs_review,retailer,acana-wild-coast-dog-dry-gr-gatoskilo,medium,48,,,puppy,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Acana,Acana Wild Prairie Cat & Kitten 4.5kg,cat,dry,kitten,needs_review,retailer,acana-wild-prairie-cat-and-kitten-cat-dry-gr-gatoskilo,medium,44,,,kitten,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,ACANA,Acana Classic Red Meat 2kg,dog,dry,adult,needs_review,retailer,acana-classic-red-meat-dog-dry-gr-retailer,medium,28,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Grain Free Cat Adult & Sterilized Fresh Salmon & Chicken 1.5kg,cat,dry,adult,needs_review,retailer,ambrosia-grain-free-cat-adult-and-sterilized-fresh-salmon-and-chicken-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Grain Free Cat Sterilised Turkey & Herring 5kg,cat,dry,,needs_review,retailer,ambrosia-grain-free-cat-sterilised-turkey-and-herring-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Grain Free Cat Sterilized Fresh Duck & Turkey 1.5kg,cat,dry,,needs_review,retailer,ambrosia-grain-free-cat-sterilized-fresh-duck-and-turkey-cat-dry-gr-gatoskilo,medium,40,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Grain Free Cat Sterilized Turkey & Herring 1.5kg,cat,dry,,needs_review,retailer,ambrosia-grain-free-cat-sterilized-turkey-and-herring-cat-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Mediterranean Grain Free Adult Fresh Lamb 5kg,dog,dry,adult,needs_review,retailer,ambrosia-mediterranean-grain-free-adult-fresh-lamb-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Mediterranean Grain Free Adult Fresh Sardine & Tuna 1.5kg,dog,dry,adult,needs_review,retailer,ambrosia-mediterranean-grain-free-adult-fresh-sardine-and-tuna-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Ambrosia,Ambrosia Mediterranean Grain Free Adult Sensitive Fresh Duck 1.5kg,dog,dry,adult,needs_review,retailer,ambrosia-mediterranean-grain-free-adult-sensitive-fresh-duck-dog-dry-gr-gatoskilo,medium,36,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Anima,Anima Dog Adult Chicken & Turkey 14kg,dog,dry,adult,needs_review,retailer,anima-dog-adult-chicken-and-turkey-dog-dry-gr-gatoskilo,medium,48,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Anima,Anima Dog Adult Lamb & Rice 14kg,dog,dry,adult,needs_review,retailer,anima-dog-adult-lamb-and-rice-dog-dry-gr-gatoskilo,medium,44,,,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Banters,Banters Adult Lamb & Rice 15kg,dog,dry,adult,needs_review,retailer,banters-adult-lamb-and-rice-dog-dry-gr-gatoskilo,medium,56,,kcal_per_100g|moisture_percent,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Bedog,Bedog Active 15kg,dog,dry,,needs_review,retailer,bedog-active-dog-dry-gr-gatoskilo,medium,52,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Adult Dinner 1kg,dog,dry,adult,needs_review,retailer,belcando-adult-dinner-dog-dry-gr-gatoskilo,medium,52,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Adult Grain Free Poultry 12.5kg,dog,dry,adult,needs_review,retailer,belcando-adult-grain-free-poultry-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Adult Multi-Croc 12.5kg,dog,dry,adult,needs_review,retailer,belcando-adult-multi-croc-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Adult Power 12.5kg,dog,dry,adult,needs_review,retailer,belcando-adult-power-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Baseline Explorer 12.5kg,dog,dry,,needs_review,retailer,belcando-baseline-explorer-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Baseline Fisher 12.5kg,dog,dry,,needs_review,retailer,belcando-baseline-fisher-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Baseline Joker Grain Free 4kg,dog,dry,,needs_review,retailer,belcando-baseline-joker-grain-free-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Baseline Ranger Grain Free 12.5kg,dog,dry,,needs_review,retailer,belcando-baseline-ranger-grain-free-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Finest Croc 12.5kg,dog,dry,,needs_review,retailer,belcando-finest-croc-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Finest Grain Free Salmon 12.5kg,dog,dry,,needs_review,retailer,belcando-finest-grain-free-salmon-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
cautious_enable_only,low,Belcando,Belcando Finest Grain-Free Lamb 12.5kg,dog,dry,,needs_review,retailer,belcando-finest-grain-free-lamb-dog-dry-gr-gatoskilo,medium,48,,kcal_per_100g,,"Retailer-sourced row still needs review, but no critical blockers were detected.","Spot-check title, ingredients and source before enabling."
