formula_key,brand,formula_name,species,format,status,source_file,extracted_fields,missing_fields,recommended_action,notes
monge-monoprotein-kitten-duck-cat-dry-eu-pdf,Monge,Monoprotein Kitten Duck,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-duck-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-duck-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-kitten-trout-cat-dry-eu-pdf,Monge,Monoprotein Kitten Trout,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-trout-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-kitten-trout-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-sterilised-beef-cat-dry-eu-pdf,Monge,Monoprotein Sterilised Beef,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-beef-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-beef-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-sterilised-codfish-cat-dry-eu-pdf,Monge,Monoprotein Sterilised Codfish,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-codfish-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-codfish-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-sterilised-trout-cat-dry-eu-pdf,Monge,Monoprotein Sterilised Trout,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-trout-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-cat-trout-ENG.pdf; human_qa_required_before_recommendation=true
monge-monoprotein-sterilised-duck-cat-dry-eu-pdf,Monge,Monoprotein Sterilised Duck,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-duck-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-monoprotein-sterilised-duck-ENG.pdf; human_qa_required_before_recommendation=true
monge-senior-rich-in-chicken-cat-dry-eu-pdf,Monge,Senior Rich In Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-senior-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|omega3_percent|omega6_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-senior-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-sterilised-rich-in-chicken-cat-dry-eu-pdf,Monge,Sterilised Rich In Chicken,cat,dry,needs_backfill,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-sterilised-rich-in-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,fat_percent,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-sterilised-rich-in-chicken-ENG.pdf; human_qa_required_before_recommendation=true
monge-urinary-rich-in-chicken-cat-dry-eu-pdf,Monge,Urinary Rich In Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-urinary-feline-rich-in-chicken-ENG (1).pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-natural-superpremium-urinary-feline-rich-in-chicken-ENG (1).pdf; human_qa_required_before_recommendation=true
monge-vetsolution-vetsolution-dermatosis-cat-dry-eu-pdf,Monge VetSolution,VetSolution Dermatosis,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-dermatosis-feline-EN-2.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-dermatosis-feline-EN-2.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=27.6; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-vetsolution-vetsolution-diabetic-cat-dry-eu-pdf,Monge VetSolution,VetSolution Diabetic,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-diabetic-feline-EN.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-diabetic-feline-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=30; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-vetsolution-vetsolution-gastrointestinal-cat-dry-eu-pdf,Monge VetSolution,VetSolution Gastrointestinal,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-gastrointestinal-feline-EN-2.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|sodium_percent|potassium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-gastrointestinal-feline-EN-2.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=26.1; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-vetsolution-vetsolution-hepatic-cat-dry-eu-pdf,Monge VetSolution,VetSolution Hepatic,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-hepatic-feline-EN.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|sodium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-hepatic-feline-EN.pdf; human_qa_required_before_recommendation=true
monge-vetsolution-vetsolution-obesity-cat-dry-eu-pdf,Monge VetSolution,VetSolution Obesity,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-obesity-feline-EN.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-obesity-feline-EN.pdf; human_qa_required_before_recommendation=true
monge-vetsolution-vetsolution-renal-cat-dry-eu-pdf,Monge VetSolution,VetSolution Renal,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-renal-feline-EN.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|potassium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-renal-feline-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=34.3; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-vetsolution-vetsolution-urinary-oxalate-cat-dry-eu-pdf,Monge VetSolution,VetSolution Urinary Oxalate,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-urinary-oxalate-feline-EN.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|omega3_percent|omega6_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-urinary-oxalate-feline-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=33; default_moisture_percent=10; kcal_estimation_confidence=medium
monge-vetsolution-vetsolution-urinary-struvite-cat-dry-eu-pdf,Monge VetSolution,VetSolution Urinary Struvite,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-urinary-struvite-feline-EN-2.pdf,brand|formula_name|display_name|species|format|life_stage|medical_tags|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|calcium_percent|phosphorus_percent|sodium_percent|magnesium_percent|potassium_percent|taurine_mgkg|l_carnitine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|iron_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Monge-vetsolution-urinary-struvite-feline-EN-2.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=29.1; default_moisture_percent=10; kcal_estimation_confidence=medium
moustache-adult-with-beef-cat-dry-eu-pdf,Moustache,Adult with Beef,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Moustache-cat-adult-kibbles-with-beef-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Moustache-cat-adult-kibbles-with-beef-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42; default_moisture_percent=10; kcal_estimation_confidence=medium
moustache-tris-flavour-cat-dry-eu-pdf,Moustache,Tris Flavour,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Moustache-cat-kibbles-tris-flavour-EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Moustache-cat-kibbles-tris-flavour-EN.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42; default_moisture_percent=10; kcal_estimation_confidence=medium
lechat-tris-en-cat-dry-eu-pdf,LeChat,Tris En,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/SCHEDE-LECHAT-TRIS_EN.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|fiber_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_used=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/SCHEDE-LECHAT-TRIS_EN.pdf; human_qa_required_before_recommendation=true
simba-adult-with-beef-cat-dry-eu-pdf,Simba,Adult with Beef,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Simba-adult-cat-kibbles-with-beef-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Simba-adult-cat-kibbles-with-beef-ENG.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42; default_moisture_percent=10; kcal_estimation_confidence=medium
simba-adult-with-chicken-cat-dry-eu-pdf,Simba,Adult with Chicken,cat,dry,importable_after_qa,C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Simba-adult-cat-kibbles-with-chicken-ENG.pdf,brand|formula_name|display_name|species|format|life_stage|commercial_tags|ingredient_text|primary_animal_proteins|carbohydrate_sources|fat_sources|additives_text|feeding_guide_text|kcal_per_100g|kcal_per_kg|protein_percent|fat_percent|fiber_percent|ash_percent|taurine_mgkg|vitamin_a_iukg|vitamin_d3_iukg|vitamin_e_mgkg|iron_mgkg|zinc_mgkg|copper_mgkg|manganese_mgkg|iodine_mgkg|selenium_mgkg|data_quality_status|data_source_url|source_priority|formula_key|is_recommendable,,"Preview in Food V2, run Check Existing, then commit only reviewed rows.",market=EU; basis=as-fed; source_tier=official_pdf; source_group=monge_cat_pdf; label_energy_missing=true; source_document=C:/Users/NIOstb/Desktop/photo_foods_nutritail/monge cat pdf/Simba-adult-cat-kibbles-with-chicken-ENG.pdf; human_qa_required_before_recommendation=true; kcal_estimated=true; kcal_estimation_method=modified_atwater; estimated_carbohydrate_percent=42; default_moisture_percent=10; kcal_estimation_confidence=medium
